Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2024,Normal value,Units,Zimbabwe_Embassys_Mission_reports_UNGA,"Proportion of members of developing countries in international organizations, by organization [10.6.1, 16.8.1]",,Percent,100
2024,Normal value,Units,MOFAIT,"Proportion of voting rights of developing countries in international organizations, by organization [10.6.1, 16.8.1]",,Percent,1
