Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2016,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",19.1
2017,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",10.0
2019,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",22.0
2020,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",32.0
2022,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",9.0
2023,Normal value,Units,MOHCC,"Malaria incidence per 1,000 population at risk [3.3.3]",,"Per 1,000 population",16.0
