Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2014,Normal value,Units,MoSMED,Proportion of small-scale manufacturing industries in total manufacturing value added based on international classification [9.3.1],,Percent,24
2019,Normal value,Units,MoSMED,Proportion of small-scale manufacturing industries in total manufacturing value added based on international classification [9.3.1],,Percent,24
2029,Normal value,Units,MoSMED,Proportion of small-scale manufacturing industries in total manufacturing value added based on international classification [9.3.1],,Percent,24
