Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2023,Normal value,Units,MoHACH,"Total expenditure per capita spent on cultural heritage, public [11.4.1]",,USD,0.07
2024,Normal value,Units,MoHACH,"Total expenditure per capita spent on cultural heritage, public [11.4.1]",,USD,0.07
