Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2023,Normal value,Units,Minutes_of_meetings_Workshop_Reports_Master_and_Local_Plans_Documents,Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically [11.3.2],,Percent,80
2024,Normal value,Units,Minutes_of_meetings_Workshop_Reports_Master_and_Local_Plans_Documents,Proportion of cities with a direct participation structure of civil society in urban planning and management that operate regularly and democratically [11.3.2],,Percent,90
