Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,UNDP_MECW,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2],,Percent,29.86
2016,Normal value,Units,UNDP_MECW,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2],,Percent,30.24
2017,Normal value,Units,UNDP_MECW,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2],,Percent,30.62
2023,Normal value,Units,UNDP_MECW,Total greenhouse gas emissions without LULUCF for non-Annex I Parties (CO₂ equivalent) [13.2.2],,Percent,37.98
