Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2023,Normal value,Units,Drug_and_Substance_abuse_reports_surveys,"Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%) [3.5.1]",,Number,5147
2024,Normal value,Units,Drug_and_Substance_abuse_reports_surveys,"Coverage of treatment interventions (pharmacological, psychosocial and rehabilitation and aftercare services) for substance use disorders (%) [3.5.1]",,Number,7437
