Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,Global_SDG_Report,Proportion of population that has convenient access to public transport [11.2.1],,Percent,28
2020,Normal value,Units,Global_SDG_Report,Proportion of population that has convenient access to public transport [11.2.1],,Percent,32
2021,Normal value,Units,Global_SDG_Report,Proportion of population that has convenient access to public transport [11.2.1],,Percent,35
2022,Normal value,Units,Global_SDG_Report,Proportion of population that has convenient access to public transport [11.2.1],,Percent,46
