Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2015,Normal value,Units,UNEP_WCMC,Proportion of degraded mountain land (%) [15.4.2],,Percent,5.6
2021,Normal value,Units,UNEP_WCMC,Proportion of degraded mountain land (%) [15.4.2],,Percent,7.6
2018,Normal value,Units,UNEP_WCMC,Mountain Green Cover Index [15.4.2],,Percent,98.5
2019,Normal value,Units,UNEP_WCMC,Mountain Green Cover Index [15.4.2],,Percent,97.73
