Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2023,Normal value,Units,ZIMSTAT,Unsentenced detainees as a proportion of overall prison population [16.3.2],,Percent,23.0
2024,Normal value,Units,ZIMSTAT,Unsentenced detainees as a proportion of overall prison population [16.3.2],,Percent,22.6
