Year,Observation status,Unit multiplier,SOURCE_DETAIL,SERIES,Reference area,UNIT_MEASURE,Value
2019,Normal value,Units,ITU,Fixed broadband subscriptions per 100 inhabitants [17.6.1],,Per 100 population,1.34
2020,Normal value,Units,ITU,Fixed broadband subscriptions per 100 inhabitants [17.6.1],,Per 100 population,1.31
2021,Normal value,Units,ITU,Fixed broadband subscriptions per 100 inhabitants [17.6.1],,Per 100 population,1.3
2022,Normal value,Units,ITU,Fixed broadband subscriptions per 100 inhabitants [17.6.1],,Per 100 population,1.62
2023,Normal value,Units,ITU,Fixed broadband subscriptions per 100 inhabitants [17.6.1],,Per 100 population,1.57
